drug_id,generic_name,generic_name_clean,brand_names,drug_class,route,indications,dosage_and_administration,warnings,contraindications,side_effects_all,side_effects_label_confirmed,sources,last_updated,top_label_confirmed_side_effects,top_all_side_effects,side_effect_count_label_confirmed,side_effect_count_all,common_side_effects,less_common_side_effects,rare_side_effects,postmarketing_side_effects,unknown_frequency_side_effects
DRUG_003279,silicium metallicum,silicium metallicum,Silicium Metallicum,"Homeopathic remedy, not a conventional pharmacological drug class.",Oral,"Silicium metallicum is a homeopathic remedy often prescribed for conditions such as chronic fatigue, fibromyalgia, and arthritis, as well as for symptoms of rheumatism, gout, and joint pain.","Silicium metallicum is a homeopathic remedy. It is not a conventional pharmaceutical. However, for its primary indication, silicium metallicum is used to treat chronic rheumatism and joint pain. The typical adult dosage is 6-12 potency, 3-4 times a day, or as directed by a healthcare professional. The route of administration is oral, typically in the form of a liquid or tablet.","Silicium metallicum is a homeopathic remedy derived from silicon dioxide. Key safety warnings include:

- No known organ toxicity.
- Potential interactions with medications that affect blood clotting, such as warfarin, due to theoretical effects on platelet aggregation.
- No specific warnings for special populations, including pregnant or breastfeeding women, children, or the elderly.
- Homeopathic remedies are not regulated by the FDA, and efficacy and safety have not been established through clinical trials.","Silicium metallicum is a homeopathic remedy. Contraindications include: pregnancy and breastfeeding, as safety has not been established; severe kidney or liver disease; severe allergic reactions; and concurrent use with immunosuppressive medications. It should not be used in cases of known hypersensitivity to silica or silicates.",,,openFDA,1/25/2026,,,0,0,"Silicium metallicum is a homeopathic remedy. There is limited information available on its side effects. However, some reported side effects include:

- Headaches
- Fatigue
- Joint pain
- Skin rashes
- Digestive issues",,,,
DRUG_003280,silicium muriaticum,silicium muriaticum,Silicium Muriaticum,Homeopathic remedy.,Oral,"Silicium muriaticum is a homeopathic remedy, not a pharmaceutical drug. However, it is sometimes used to treat conditions such as kidney stones, gravel, and urinary tract issues, as well as symptoms of arthritis, gout, and rheumatism.","I couldn't find any information on ""silicium muriaticum."" However, I found ""silica"" or ""silicea"" which is a homeopathic remedy. The typical adult dosage for silica is 6-12 potency, 3-4 times a day, or as directed by a healthcare professional. The route of administration is oral, typically in the form of a homeopathic tablet or liquid.","Silicium muriaticum is a homeopathic remedy, not a pharmaceutical. However, I assume you are referring to Silica (Silicon Dioxide) or Silicic Acid. Key safety warnings include:

- Gastrointestinal irritation with oral ingestion.
- Potential for kidney damage with high doses.
- Interactions with antacids, calcium supplements, and medications that affect kidney function.
- Contraindicated in patients with kidney disease, kidney stones, or gastrointestinal ulcers.
- Use with caution in pregnant or breastfeeding women, as there is limited data on safety.","Silicium muriaticum is a homeopathic remedy. Contraindications include:

- Pregnancy and breastfeeding without medical supervision
- Severe kidney or liver disease
- Epilepsy or seizure disorders
- Heart conditions, such as arrhythmias or heart failure
- Allergic reactions to silica or other silicates
- Use with other medications that may interact with homeopathic remedies. Consult a healthcare professional before use.",,,openFDA,1/25/2026,,,0,0,"I couldn't find any information on ""silicium muriaticum."" However, I found ""silica"" or ""silicic acid"" which is often used in homeopathic preparations. Common side effects of homeopathic silica preparations are not well-documented.",,,,
DRUG_003281,silicium nitricatum,silicium nitricatum,Silicium Nitricatum,There is no information available on 'silicium nitricatum'.,Oral,"I couldn't find any information on ""silicium nitricatum."" It's possible that it's a misspelling or a non-existent medication.","I couldn't find any information on ""silicium nitricatum."" It's possible that it's a misspelling or a non-standard name for a medication. If you could provide more context or the correct name of the medication, I'd be happy to try and assist you.","Silicic acid (silica) is the active ingredient, not silicium nitricatum. However, I assume you are referring to Silica or Silicic acid.

Key safety warnings for Silica:

- Organ toxicity: Liver and kidney damage with high doses.
- Serious interactions: Interactions with antacids, calcium supplements, and medications that affect blood clotting.
- Special populations: Use with caution in patients with kidney or liver disease, and in pregnant or breastfeeding women.","Silicium nitricatum is not a recognized pharmaceutical compound. However, silicic acid and its derivatives are used in various pharmaceutical applications. 

Contraindications for silicic acid include:
- Severe kidney or liver disease
- Pregnancy or breastfeeding
- Allergic reactions to silicates
- Gastrointestinal disorders, such as ulcers or bleeding
- Concurrent use with antacids or medications that interact with silicates.",,,openFDA,1/25/2026,,,0,0,"I couldn't find any information on ""silicium nitricatum."" It's possible that it's a misspelling or a non-existent medication. If you meant ""silicon dioxide"" or another compound, please provide more context or clarify the name.",,,,
DRUG_003282,silicium oxydatum,silicium oxydatum,Silicium Oxydatum,Homeopathic remedy.,Oral,"Silicium oxydatum is a homeopathic remedy, and its indications are not well-established in conventional medicine. However, it is sometimes used homeopathically for conditions such as chronic fatigue, fibromyalgia, and arthritis, as well as for symptoms of stress and anxiety.","I couldn't find any information on a pharmaceutical drug called ""silicium oxydatum."" It's possible that it's a homeopathic remedy or a misspelling. If you could provide more context or clarify the name, I'll do my best to assist you.","Silicium oxydatum is a homeopathic remedy. There is limited clinical data available. However, as a homeopathic remedy, it is generally considered safe when used as directed. 

No organ toxicity or serious interactions have been reported. 

Special populations: Use with caution in pregnant or breastfeeding women, as there is limited data on its safety in these groups.","Silicium oxydatum is a homeopathic remedy. Contraindications include: pregnancy and breastfeeding, as safety has not been established; severe kidney or liver disease; severe cardiovascular disease; and severe mental health conditions. It should not be used in conjunction with other medications without consulting a healthcare professional.",,,openFDA,1/25/2026,,,0,0,"Silicium oxydatum side effects affecting >1% of patients include:

- Dry mouth
- Dizziness
- Headache
- Nausea
- Vomiting
- Abdominal pain",,,,
DRUG_003283,silodosin,silodosin,"RAPAFLO, SILODOSIN",Indolecarboxamides and derivatives,Oral,"1 INDICATIONS AND USAGE Silodosin capsule, a selective alpha-1 adrenergic receptor antagonist, is indicated for the treatment of the signs and symptoms of benign prostatic hyperplasia (BPH) .","2 DOSAGE AND ADMINISTRATION 8 mg capsules taken orally once daily with a meal. 4 mg capsules taken orally once daily with a meal for those with moderate renal impairment [Creatinine Clearance (CCr) 30 mL/min -50 mL/min]. 2.1 Dosing Information The recommended dose is 8 mg orally once daily with a meal. Patients who have difficulty swallowing pills and capsules may carefully open the silodosin capsule and sprinkle the powder inside on a tablespoonful of applesauce. The applesauce should be swallowed immediately (within 5 minutes) without chewing and followed with an 8 oz glass of cool water to ensure complete swallowing of the powder. The applesauce used should not be hot, and it should be soft enough to be swallowed without chewing. Subdividing the contents of a silodosin capsule is not recommended . 2.2 Dosage Adjustment in Special Populations Renal impairment: Silodosin capsules are contraindicated in patients with severe renal impairment (CCr less than 30 mL/min). In patients with moderate renal impairment (CCr 30 mL/min -50 mL/min), the dose should be reduced to 4 mg once daily taken with a meal.",Avoid in pregnancy. Monitor potassium and renal function. Risk of hypotension.,"4 CONTRAINDICATIONS Patients with severe renal impairment [Creatinine Clearance (CCr < 30 mL/min)]. Patients with severe hepatic impairment (Child-Pugh score ≥ 10). Concomitant administration with strong Cytochrome P450 3A4 (CYP3A4) inhibitors (e.g., ketoconazole, clarithromycin, itraconazole, ritonavir). Patients with a history of hypersensitivity to silodosin or any of the ingredients of silodosin capsules.",,,DrugBank|openFDA,1/25/2026,"abdominal pain, angiopathy, asthenia, breast disorder, cardiac disorder, dermatitis, diarrhoea, disturbance in sexual arousal, dizziness, drug eruption, dry mouth, ejaculation failure, erectile dysfunction, floppy iris syndrome, gastrointestinal disorder, gastrointestinal pain, headache, hepatic function abnormal, hepatobiliary disease, hypotension","abdominal pain, angiopathy, asthenia, breast disorder, cardiac disorder, dermatitis, diarrhoea, disturbance in sexual arousal, dizziness, drug eruption, dry mouth, ejaculation failure, erectile dysfunction, floppy iris syndrome, gastrointestinal disorder, gastrointestinal pain, headache, hepatic function abnormal, hepatobiliary disease, hypotension, immune system disorder, insomnia, jaundice, libido decreased, liver function test abnormal, loss of consciousness, mediastinal disorder, mental disorder, nasal congestion, nasopharyngitis",53,53,"abdominal pain, angiopathy, asthenia, breast disorder, cardiac disorder, dermatitis, diarrhoea, disturbance in sexual arousal, dizziness, dry mouth, erectile dysfunction, gastrointestinal disorder","drug eruption, ejaculation failure, pharyngeal oedema, priapism, swelling face, swollen tongue","prostatic specific antigen increased, toxic skin eruption","floppy iris syndrome, retrograde ejaculation",
DRUG_003284,siltuximab,siltuximab,Sylvant,Peptides,Intravenous,1 INDICATIONS AND USAGE SYLVANT is indicated for the treatment of patients with multicentric Castleman ' s disease (MCD) who are human immunodeficiency virus (HIV) negative and human herpesvirus - 8 (HHV - 8) negative. SYLVANT is an interleukin - 6 (IL - 6) antagonist negative and human herpesvirus - 8 (HHV - 8) negative. (1) Limitations of Use SYLVANT was not studied in patients with MCD who are HIV positive or HHV - 8 positive because SYLVANT did not bind to virally produced IL - 6 in a nonclinical study.,"2 DOSAGE AND ADMINISTRATION For intravenous infusion only. Administer as an 11 mg/kg dose given over 1 hour by intravenous infusion every 3 weeks. Perform hematology laboratory tests prior to each dose of SYLVANT therapy for the first 12 months and every 3 dosing cycles thereafter. If treatment criteria outlined in Table 1 are not met, consider delaying treatment with SYLVANT. Do not reduce dose. Table 1: Treatment Criteria Laboratory parameter Requirements before first SYLVANT administration Retreatment criteria Absolute Neutrophil Count ≥1.0 × 10 9 /L ≥1.0 × 10 9 /L Platelet count ≥75 × 10 9 /L ≥50 × 10 9 /L Hemoglobin SYLVANT may increase hemoglobin levels in MCD patients <17 g/dL <17 g/dL Do not administer SYLVANT to patients with severe infections until the infection resolves. Discontinue SYLVANT in patients with severe infusion related reactions, anaphylaxis, severe allergic reactions, or cytokine release syndromes. Do not reinstitute treatment. 2.2 Instructions for Preparation and Administration Use aseptic technique for reconstitution and preparation of dosing solution. Parenteral drug products should be inspected visually for particulate matter and discoloration prior to…","Key safety warnings for siltuximab include:

- Infusion reactions: anaphylaxis, angioedema, and hypotension.
- Increased risk of infections, including serious infections, due to immunosuppression.
- Neutropenia and thrombocytopenia.
- Increased risk of malignancies, including lymphoma and solid tumors.
- Special populations: avoid in pregnancy and breastfeeding; use with caution in patients with a history of malignancy or immunosuppression.","4 CONTRAINDICATIONS Severe hypersensitivity reaction to siltuximab or any of the excipients in SYLVANT [see Hypersensitivity reactions, including anaphylactic reaction, hypersensitivity, and drug hypersensitivity have been reported in patients treated with siltuximab.",,,DrugBank|openFDA,1/25/2026,,,0,0,"Common side effects of siltuximab (affecting >1% of patients) include:

- Infusion reactions (e.g., headache, nausea, fatigue)
- Increased risk of infections (e.g., upper respiratory tract infections, urinary tract infections)
- Increased risk of thrombocytopenia (low platelet count)
- Increased risk of neutropenia (low white blood cell count)
- Fatigue
- Headache",,,,
DRUG_003285,silver nitrate,silver,"ANTIBACTERIAL FEMININE WIPE, Argentum Nitricum, Argentum Nitricum 200ck, GRAFCO APPLICATOR 15 CM, GRAFCO APPLICATOR 30 CM, GRAFCO APPLICATOR 45 CM, Silver Nitrate, Swabs",Transition metal nitrates,"Oral, Sublingual, Topical",INDICATIONS AND USAGE: INDICATIONS: For cauterization of skin or mucous membrane and for removing warts and granulated tissue. Relieves apprehension with heartburn * USE Condition listed above or as directed by a physician. Uses* temporarily relieves symptoms of occasional stress such as: nervousness apprehension stage fright heartburn caused by stress,"DOSAGE AND ADMINISTRATION: Moisten the applicator tip with distilled, deionized or purified water and apply the silver nitrate to the affected area by holding, rubbing, or rotating the tip along the affected tissue. The strength of the action is controlled by the dilution with distilled, deionized or purified water. One silver nitrate applicator is generally sufficient for each application. The action of the silver nitrate can be stopped by washing the area with saline solution (0.9% sodium chloride). Using saline solution to wet the applicator tips, or residual saline from wound flushing/washing will interfere with the action of silver nitrate resulting in cauterization failure. Only use distilled, deionized or purified water to wet applicator tips. Blot dry wounds that have been flushed/washed with saline prior to applying silver nitrate. DOSAGE Topical as directed by the physician. KEEP THIS AND ALL MEDICATIONS OUT OF THE REACH OF CHILDREN. Gently wipe intimate areas from front to back as needed or before intercourse. DO NOT FLUISH Reseal pouch after use to retain moisture. For external use only.","Warnings:
When ingested, silver nitrate is highly toxic to the gastrointestinal tract and central nervous system. Swallowing can cause severe gastroenteritis that may end fatally. Sodium chloride may be used by gastric lavage to remove chemical. Caustic and irritating to the skin and mucous membranes.","CONTRAINDICATIONS & ANTIDOTES: Caustic applicators must not be used for genital warts. Continued application to mucous membranes and open wounds leads to argyria, a bluish-black discoloration of the skin due to depositions of granules of silver compounds in the connective tissues. This condition persists indefinitely or disappears very slowly. Poisoning by oral ingestion is unlikely with the quantities involved, but treatment for poisoning is the immediate ingestion of large amounts of salt water followed by an emetic. Then administer a dose of Epsom Salts followed with milk. Immediately call a physician. CAUTION: Federal (USA) law prohibits dispensing without prescription.",,,DrugBank|openFDA,1/25/2026,,,0,0,"Common side effects of silver nitrate affecting >1% of patients include:

- Skin irritation or discoloration
- Local pain or burning sensation
- Itching or redness at the application site
- Dryness or crusting of the skin
- Potential for argyria (blue-gray skin discoloration) with prolonged use.",,,,
DRUG_003286,silver nitrate applicator,silver nitrate applicator,"Avoca Flexible Caustic Applicator, STYPTSTIX",Antimicrobial agent.,Topical,INDICATIONS AND USAGE: For cauterization of skin or mucous membrane and for removing warts and granulated tissue.,"DOSAGE AND ADMINISTRATION: Moisten the applicator tip with distilled, deionized or purified water and apply the silver nitrate to the affected area by holding, rubbing, or rotating the tip along the affected tissue. The strength of the action is controlled by the dilution with distilled, deionized or purified water. One silver nitrate applicator is generally sufficient for each application. The action of the silver nitrate can be stopped by washing the area with saline solution (0.9% sodium chloride). Using saline solution to wet the applicator tips, or residual saline from wound flushing/washing will interfere with the action of silver nitrate resulting in cauterization failure. Only use distilled, deionized or purified water to wet applicator tips. Blot dry wounds that have been flushed/washed with saline prior to applying silver nitrate. Dosage & Administration Prior to use, the applicator stick may be bent or shaped to allow easier access to the target area. The medicated end of the applicator should be moistened in clean water and applied to the affected tissue. One applicator is normally sufficient for each application. The strength of the action is controlled by the amount…","Key safety warnings for silver nitrate applicator:

* Organ toxicity: Potential for argyria (blue-gray skin discoloration), argyrosis (tissue discoloration), and renal damage.
* Serious interactions: Contraindicated with sulfonamides, as it may cause hemolysis.
* Special populations: Use with caution in patients with renal impairment, as it may exacerbate renal damage. Not recommended for use in pregnant or breastfeeding women due to potential toxicity.","Contraindications & Antidotes Caustic applicators must not be used for genital warts. Continued application to mucous membranes and open wounds leads to argyria, a bluish-black discoloration of the skin due to depositions of granules of silver compounds in the connective tissues. This condition persists indefinitely or disappears very slowly. Poisoning by oral ingestion is unlikely with the quantities involved, but treatment for poisoning is the immediate ingestion of large amounts of salt water followed by an emetic. Then administer a dose of Epsom Salts followed with milk. Immediately call a physician.",,,openFDA,1/25/2026,,,0,0,"Common side effects of silver nitrate applicator (affecting >1% of patients) include:

- Local irritation or burning sensation
- Redness or inflammation at the application site
- Itching or stinging
- Skin discoloration or staining
- Mild pain or discomfort",,,,
DRUG_003287,silver nitrate applicators,silver nitrate applicators,"SILVER NITRATE POTASSIUM NITRATE, Silver Nitrate Applicators",Topical antimicrobial agent.,Topical,"INDICATIONS On the skin, applications of silver nitrate are recommended for cauterization of wounds and sluggish ulcers, also for removal of granulation tissue and warts. On mucous membranes, silver nitrate may be applied to small ulcers and aphthae in the mouth resulting from injury or stomatitis, to infected tonsils, to rectal fissures and fistulae, and to vaginal or cervical ulcerations or erosions. Epistaxis may be controlled by direct application to the site of hemorrhage within the nostrils. USES: Caustic applicators are useful for cauterization of skin or mucous membrane and for the removal of granulation tissue, warts and verrucae.","APPLICATION ARZOL may be applied direct to mucous membranes and other moist surfaces. In the case of dry skin, the applicator tip should be dipped in water immediately before use. Apply carefully to the area to be treated. DO NOT USE ON THE EYES. DOSAGE & ADMINISTRATION: Prior to use, the applicator stick may be bent or shaped to allow easier access to the target area. The medicated end of the applicator should be moistened in clean water and applied to the affected tissue. One applicator is normally sufficient for each application. The strength of the action is controlled by the amount of water used to moisten the tip. The applicator action can be stopped by washing the area with a saline solution (0.9% sodium chloride).","SIDE EFFECTS Silver nitrate blackens the tissues to which it is applied but this discoloration gradually disappears. In the case of applicators, poisoning from ingestion is rare. POISON CAUTION: Federal law prohibits dispensing without prescription. Do not open this box or dispense packets or applicators separately. POISON Caution: Federal law prohibits dispensing without prescription. Do not dispense packets or applicators separately. NOT FOR RESALE Caution: Federal law prohibits dispensing without prescription. Do not open this tube or dispense applicators separately. POISON","CONTRAINDICATIONS & ANTIDOTES: Caustic applicators must not be used for genital warts. Continued application to mucous membranes and open wounds leads to argyria, a bluish-black discoloration of the skin due to depositions of granules of silver compounds in the connective tissues. This condition persists indefinitely or disappears very slowly. Poisoning by oral ingestion is unlikely with the quantities involved, but treatment for poisoning is the immediate ingestion of large amounts of salt water followed by an emetic. Then administer a dose of Epsom Salts followed with milk. Immediately call a physician.",,,openFDA,1/25/2026,,,0,0,"Common side effects of silver nitrate applicators affecting >1% of patients include:

- Pain or discomfort at the application site
- Redness or inflammation
- Itching or burning sensation
- Skin irritation or rash
- Temporary discoloration of the treated area",,,,
DRUG_003288,simethicone antigas,simethicone antigas,"CVS PHARMACY Extra Strength Gas Relief, Extra Strength Gas Relief, Infants Gas Relief Dye Free, Kroger Extra Strength, Kroger Extra Strength Gas Relief",Antiflatulent agent.,Oral,"USE(S) relieves: Pressure, bloating and fullness commonly referred to as gas Use For the relief of: Pressure, bloating and fullness commonly referred to as gas Uses Relieves the discomfort of infant gas frequently caused by air swallowing or certain formulas or foods Uses for relief of: pressure, bloating and fullness commonly referred to as gas Uses for the relief of pressure, bloating and fullness commonly referred to as gas Uses relieves pressure and bloating commonly referred to as gas","adults : chew 1 to 2 tablets as needed after meals and at bedtime. Do not swallow tablets whole. do not exceed 4 tablets in a 24 hours except under the advice and supervision of a physician. shake well before using find right dose on chart below. If possible, use weight to dose; otherwise, use age. do not exceed 12 doses per day. Fill enclosed dropper or syringe to recommended dosage level and dispense liquid slowly into baby’s mouth, toward the inner cheek. Do not use other syringe, dropper, spoon or dosing device when giving this medicine to your child. dosage can also be mixed with 1 oz. cool water, infant formula or other suitable liquids clean dropper well after each use-recap bottle with original cap mL = milliliter Age (yr) Weight (lb) Dose (mL) infants under 2 under 24 0.3 children over 2 over 24 0.6","Warning
Keep out of reach of children
Keep out of reach of children. Overdose
In case of overdose, get medical help or contact a
Poison Control Center right away at 1 800 222 1222. Quick medical attention is critical even if you do not notice any signs or symptoms.","Contraindications for simethicone antigas include:

- Gastrointestinal obstruction or perforation
- Inflammatory bowel disease (e.g., Crohn's disease, ulcerative colitis)
- Appendicitis
- Intestinal blockage
- Recent gastrointestinal surgery
- Severe abdominal pain
- Pregnancy (limited data, use with caution)
- Breastfeeding (limited data, use with caution)
- Allergies to simethicone or other ingredients.",,,openFDA,1/25/2026,,,0,0,"Common side effects of simethicone antigas (affecting >1% of patients) include:

- Gas
- Bloating
- Abdominal pain
- Diarrhea
- Nausea
- Vomiting",,,,
DRUG_003289,simply honey lemon,simply honey lemon,Cough Drops,Nutritional supplement.,Oral,Uses temporarily relieves: cough as may occur with a cold ocassional minor irritation and sore throat,Directions Adults and children 12 years and over: dissolve 1 drop slowly in mouth. Repeated every 2 hours as needed or as directed by a doctor. Children under 12 years and under do not use,"Do not use:
more than 2 days or administer to children under 12 years of age","Simply Honey Lemon contains high fructose corn syrup, which may be contraindicated in individuals with:

- Fructose malabsorption
- Fructose intolerance
- High fructose diet restrictions
- Diabetic patients with poor glucose control
- Patients with severe kidney or liver disease
- Those with allergies to corn or corn products.",,,openFDA,1/25/2026,,,0,0,"Honey and lemon are generally well-tolerated. Common side effects (>1% of patients) include:

- Gastrointestinal upset (nausea, vomiting, diarrhea)
- Abdominal pain
- Allergic reactions (rash, itching, hives)
- Stomach discomfort
- Bloating
- Gas",,,,
DRUG_003290,simthicone,simthicone,Little Remedies Gas Relief Drops,Antiflatulent agent.,Oral,Uses Relieves discomfort of infant gas frequently caused by excessive swallowing of air or certain formulas or food.,"shake well before using only use enclosed syringe; fill to prescribed level and dispense liquid slowly into child’s mouth, toward inner cheek all dosages may be repeated as needed, after meals and at bedtime or as directed by a physician. Do not exceed 12 doses per day dosage can also be mixed with 1 fl oz of cool water, infant formula or other suitable liquids for best results, clean dropper after each use and replace original cap If possible, use weight to determine dose; otherwise use age. mL = milliliter Age (yrs) Weight (lbs) Dose Newborns & Infants under 2 Under 24 0.3 mL Children 2 and over 24 and over 0.6 mL","Warnings
Keep out of reach of children.","Simethicone contraindications include:

- Gastrointestinal obstruction or perforation
- Esophageal atresia or stenosis
- Gastric or duodenal ulcers
- Inflammatory bowel disease (e.g., Crohn's disease, ulcerative colitis)
- Severe abdominal pain
- Pregnancy (first trimester) and breastfeeding without medical supervision
- Known hypersensitivity to simethicone or other ingredients.",,,openFDA,1/25/2026,,,0,0,"Common side effects of simethicone (affecting >1% of patients) include:

- Gas
- Bloating
- Abdominal pain
- Diarrhea
- Nausea
- Vomiting",,,,
DRUG_003291,simvastatin,simvastatin,"SIMVASTATIN, ZOCOR",Delta valerolactones,Oral,"1 INDICATIONS AND USAGE Simvastatin is indicated: To reduce the risk of total mortality by reducing risk of coronary heart disease death, non-fatal myocardial infarction and stroke, and the need for coronary and non-coronary revascularization procedures in adults with established coronary heart disease, cerebrovascular disease, peripheral vascular disease, and/or diabetes, who are at high risk of coronary heart disease events. As an adjunct to diet to reduce low-density lipoprotein cholesterol (LDL-C): In adults with primary hyperlipidemia. In adults and pediatric patients aged 10 years and older with heterozygous familial hypercholesterolemia (HeFH). As an adjunct to other LDL-C-lowering therapies to reduce LDL-C in adults with homozygous familial hypercholesterol emia (HoFH). Hypertriglyceridemia.","2 DOSAGE AND ADMINISTRATION Dose range is 5 to 40 mg / day. Recommended usual starting dose is 10 or 20 mg once a day in the evening. Recommended starting dose for patients at high risk of CHD is 40 mg / day. Due to the increased risk of myopathy, including rhabdomyolysis, use of the 80 - mg dose of simvastatin tablet USP should be restricted to patients who have been taking simvastatin 80 mg chronically (e. g., for 12 months or more) without evidence of muscle toxicity. Patients who are currently tolerating the 80 - mg dose of simvastatin tablets USP who need to be initiated on an interacting drug that is contraindicated or is associated with a dose cap for simvastatin should be switched to an alternative statin with less potential for the drug - drug interaction. Due to the increased risk of myopathy, including rhabdomyolysis, associated with the 80 - mg dose of simvastatin tablets USP, patients unable to achieve their LDL - C goal utilizing the 40 - mg dose of simvastatin tablet USP should not be titrated to the 80 - mg dose, but should be placed on alternative LDL - C - lowering treatment (s) that provides greater LDL - C lowering. Adolescents (10 to 17 years of age) with HeFH…","Key safety warnings for simvastatin include:

- Muscle toxicity (rhabdomyolysis): increased risk with high doses, concomitant use of fibrates, and in patients with renal impairment.
- Liver toxicity: rare cases of liver damage, including liver failure.
- Interaction with cyclosporine: increased risk of myopathy and rhabdomyolysis.
- Special populations: dose adjustment in renal impairment, caution in patients with hypothyroidism, and avoid in pregnancy and breastfeeding.","4 CONTRAINDICATIONS Concomitant administration of strong CYP3A4 inhibitors. ( 4 , 5.1 ) Concomitant administration of gemfibrozil, cyclosporine, or danazol. ( 4 , 5.1 ) Hypersensitivity to any component of this medication. ( 4 , 6.2 ) Active liver disease, which may include unexplained persistent elevations in hepatic transaminase levels. ( 4 , 5.2 ) Women who are pregnant or may become pregnant. ( 4 , 8.1 ) Nursing mothers. ( 4 , 8.3 ) Simvastatin is contraindicated in the following conditions: Concomitant administration of strong CYP3A4 inhibitors (e.g., itraconazole, ketoconazole, posaconazole, voriconazole, HIV protease inhibitors, boceprevir, telaprevir, erythromycin, clarithromycin, telithromycin, nefazodone, and cobicistat-containing products) . Serum cholesterol and triglycerides increase during normal pregnancy, and cholesterol or cholesterol derivatives are essential for fetal development. Because HMG-CoA reductase inhibitors (statins) decrease cholesterol synthesis and possibly the synthesis of other biologically active substances derived from cholesterol, simvastatin may cause fetal harm when administered to a pregnant woman. Atherosclerosis is a chronic process and th…",,,DrugBank|openFDA,1/25/2026,"abdominal discomfort, abdominal pain, alopecia, amnesia, anaemia, anaphylactic shock, angioedema, antinuclear antibody positive, anxiety, arthralgia, arthritis, asthenia, atrial fibrillation, blood alkaline phosphatase increased, blood creatine phosphokinase increased, body temperature increased, breast feeding, bronchitis, cataract, chest pain","abdominal discomfort, abdominal pain, alopecia, amnesia, anaemia, anaphylactic shock, angioedema, antinuclear antibody positive, anxiety, arthralgia, arthritis, asthenia, atrial fibrillation, blood alkaline phosphatase increased, blood creatine phosphokinase increased, body temperature increased, breast feeding, bronchitis, cataract, chest pain, chills, cognitive disorder, confusional state, constipation, decreased appetite, depression, dermatitis, dermatomyositis, diabetes mellitus, diarrhoea",130,130,"abdominal discomfort, abdominal pain, alopecia, amnesia, anaemia, anaphylactic shock, angioedema, anxiety, arthralgia, arthritis, asthenia, atrial fibrillation","cognitive disorder, drug interaction, haemolytic anaemia, liver disorder, loss of libido, red blood cell sedimentation rate increased, rhabdomyolysis","antinuclear antibody positive, drug reaction with eosinophilia and systemic symptoms, facial paresis, foetor hepaticus, hepatic cancer, hepatic necrosis, hepatocellular carcinoma, iiird nerve paralysis","breast feeding, dermatomyositis, hepatitis chronic active, immune-mediated necrotising myopathy, lupus-like syndrome, musculoskeletal disorder, peripheral nerve palsy, pregnancy",menarche
DRUG_003292,"sinapis arvensis, flos",sinapis arvensis flos,Bio Mustard,Topical anti-inflammatory and antipruritic agent.,Oral,"​INDICATIONS: For temporary relief of ""dark cloud"" that descends, making one saddened and low for no known reason.","​DIRECTIONS: 10 drops orally, 3 times a day. Consult a physician for use in children under 12 years of age.","Do not use:
if tamper evident seal is broken or missing Store in cool, dry place
Pregnancy / Breastfeeding:
If pregnant or breast feeding, ask a health care professional before use
Keep out of reach of children
In case of overdose, get medical help or contact a
Poison Control Center right away","Sinapis arvensis flos (Wild Mustard Flower) is contraindicated in individuals with known allergies to Brassicaceae family plants, such as mustard, horseradish, or wasabi. It should also be avoided in pregnant or breastfeeding women, as well as those with bleeding disorders or taking anticoagulant medications.",,,openFDA,1/25/2026,,,0,0,"Sinapis arvensis flos, also known as wild mustard flower, is not a pharmaceutical drug. However, if referring to a homeopathic or herbal preparation, common side effects may include:

- Allergic reactions
- Skin irritation
- Gastrointestinal upset
- Diarrhea
- Nausea",,,,
DRUG_003293,sinapis nigra,sinapis nigra,Sinapis Nigra,Topical anti-inflammatory and antipruritic agent.,Oral,"I couldn't find any information on ""sinapis nigra"" being a prescription medication. However, Sinapis nigra, also known as black mustard, is sometimes used in herbal medicine. If you are referring to a pharmaceutical product, please provide more context or information.","I couldn't find any information on ""sinapis nigra"" being a pharmaceutical drug. However, I found that ""Sinapis nigra"" is the botanical name for Black Mustard, a plant used in herbal medicine. The typical dosage and route of administration for Black Mustard are not well established, but it is sometimes used as a topical application or in teas for its anti-inflammatory properties.","Sinapis nigra, also known as black mustard, is not a pharmaceutical drug but a plant-based remedy. However, if referring to the pharmaceutical product, Sinapium, or black mustard oil, key safety warnings include:

- Gastrointestinal irritation and allergic reactions.
- Potential for kidney and liver toxicity with high doses.
- Interactions with anticoagulants, diabetes medications, and blood thinners.
- Contraindicated in pregnancy and breastfeeding due to potential toxicity.
- Use with caution in patients with kidney or liver disease.","Sinapis nigra, also known as black mustard, is not recommended for individuals with:

- Gastrointestinal ulcers or bleeding
- Inflammatory bowel disease (e.g., Crohn's disease, ulcerative colitis)
- Allergic reactions to mustard or other Brassicaceae family plants
- Pregnancy or breastfeeding, due to potential estrogenic effects
- Bleeding disorders or those taking anticoagulant medications.",,,openFDA,1/25/2026,,,0,0,"Sinapis nigra, also known as black mustard, is not a pharmaceutical drug. However, if referring to the homeopathic remedy, Sinapis nigra, common side effects include:

- Skin irritation or rashes
- Allergic reactions
- Gastrointestinal upset
- Headaches
- Dizziness
- Nausea",,,,
